TBL6U534DA1AM8,46424,6
TBL6U534DA1AM8,23186,5
TBL6U534DA1AM8,13802,5
TBL6U534DA1AM8,23186,5
TBL6U534DA1AM8,17326,5
TBL6U534DA1AM8,23186,1
TBL6U534DA1AM8,11801,6
TBL6U534DA1AM8,19370,5
TBL6U534DA1AM8,20471,4
TBL6U534DA1AM8,11801,3
TBL6U534DA1AM8,34472,1
TBL6U534DA1AM8,45245,3
TBL6U534DA1AM8,22149,5
TBL6U534DA1AM8,47231,4
TBL6U534DA1AM8,23186,1
TBL6U534DA1AM8,18617,3
TBL6U534DA1AM8,23186,3
TBL6U534DA1AM8,4010,2
TBL6U534DA1AM8,35098,6
TBL6U534DA1AM8,2281,2
TBL6U534DA1AM8,3502,2
TBL6U534DA1AM8,6543,4
TBL6U534DA1AM8,18525,4
TBL6U534DA1AM8,21026,5
TBL6U534DA1AM8,17725,5
TBL6U534DA1AM8,27750,2
TBL6U534DA1AM8,11345,6
TBL6U534DA1AM8,20487,6
TBL6U534DA1AM8,21230,2
TBL6U534DA1AM8,34225,1
TBL6U534DA1AM8,9814,2
TBL6U534DA1AM8,45563,2
TBL6U534DA1AM8,45679,6
TBL6U534DA1AM8,11286,3
TBL6U534DA1AM8,25964,5
TBL6U534DA1AM8,4300,2
TBL6U534DA1AM8,2704,1
TBL6U534DA1AM8,45459,5
TBL6U534DA1AM8,5724,6
TBL6U534DA1AM8,9814,4
TBL6U534DA1AM8,33364,1
TBL6U534DA1AM8,36499,3
TBL6U534DA1AM8,19696,6
TBL6U534DA1AM8,9814,5
TBL6U534DA1AM8,2704,5
TBL6U534DA1AM8,41303,2
TBL6U534DA1AM8,1594,5
TBL6U534DA1AM8,24522,5
TBL6U534DA1AM8,30872,6
TBL6U534DA1AM8,28110,6
TBL6U534DA1AM8,29939,1
TBL6U534DA1AM8,24689,5
TBL6U534DA1AM8,817,4
TBL6U534DA1AM8,2301,1
TBL6U534DA1AM8,8179,3
TBL6U534DA1AM8,47306,3
TBL6U534DA1AM8,17313,3
TBL6U534DA1AM8,45853,5
TBL6U534DA1AM8,34716,4
TBL6U534DA1AM8,18488,5
TBL6U534DA1AM8,10376,2
TBL6U534DA1AM8,18031,3
TBL6U534DA1AM8,48042,3
TBL6U534DA1AM8,10856,2
TBL6U534DA1AM8,38802,3
TBL6U534DA1AM8,40065,5
TBL6U534DA1AM8,30691,1
TBL6U534DA1AM8,35691,3
TBL6U534DA1AM8,39034,4
TBL6U534DA1AM8,5049,3
TBL6U534DA1AM8,13206,5
TBL6U534DA1AM8,18014,3
TBL6U534DA1AM8,3670,5
TBL6U534DA1AM8,32260,4
TBL6U534DA1AM8,38171,2
TBL6U534DA1AM8,15822,1
TBL6U534DA1AM8,5274,6
TBL6U534DA1AM8,16886,1
TBL6U534DA1AM8,43629,4
TBL6U534DA1AM8,13648,2
TBL6U534DA1AM8,7025,6
TBL6U534DA1AM8,31651,3
TBL6U534DA1AM8,23186,4
TBL6U534DA1AM8,16886,4
TBL6U534DA1AM8,1349,2
TBL6U534DA1AM8,6618,3
TBL6U534DA1AM8,35155,6
TBL6U534DA1AM8,38453,2
TBL6U534DA1AM8,46624,5
TBL6U534DA1AM8,24265,4
TBL6U534DA1AM8,48497,1
TBL6U534DA1AM8,2540,5
TBL6U534DA1AM8,4281,5
TBL6U534DA1AM8,12421,5
TBL6U534DA1AM8,47660,5
TBL6U534DA1AM8,22460,2
TBL6U534DA1AM8,48014,2
TBL6U534DA1AM8,3882,6
TBL6U534DA1AM8,10195,6
TBL6U534DA1AM8,21873,2
TBL6U534DA1AM8,23186,3
TBL6U534DA1AM8,19772,4
TBL6U534DA1AM8,25758,4
TBL6U534DA1AM8,42014,5
TBL6U534DA1AM8,25502,6
TBL6U534DA1AM8,39994,4
TBL6U534DA1AM8,23763,3
TBL6U534DA1AM8,20594,2
TBL6U534DA1AM8,32520,2
TBL6U534DA1AM8,14382,4
TBL6U534DA1AM8,27228,1
TBL6U534DA1AM8,26428,2
TBL6U534DA1AM8,23186,3
TBL6U534DA1AM8,12551,1
TBL6U534DA1AM8,25415,6
TBL6U534DA1AM8,28776,4
TBL6U534DA1AM8,26986,5
TBL6U534DA1AM8,44292,6
TBL6U534DA1AM8,6642,1
TBL6U534DA1AM8,26164,1
TBL6U534DA1AM8,27723,3
TBL6U534DA1AM8,32662,5
TBL6U534DA1AM8,3573,5
TBL6U534DA1AM8,25772,6
TBL6U534DA1AM8,3573,4
TBL6U534DA1AM8,44175,5
TBL6U534DA1AM8,40625,2
TBL6U534DA1AM8,18366,2
TBL6U534DA1AM8,11612,1
TBL6U534DA1AM8,42043,4
TBL6U534DA1AM8,41215,3
TBL6U534DA1AM8,3667,5
TBL6U534DA1AM8,47637,6
TBL6U534DA1AM8,15461,3
TBL6U534DA1AM8,35276,2
TBL6U534DA1AM8,5582,4
TBL6U534DA1AM8,26102,6
TBL6U534DA1AM8,31429,4
TBL6U534DA1AM8,8383,3
TBL6U534DA1AM8,11545,3
TBL6U534DA1AM8,6415,1
TBL6U534DA1AM8,30213,3
TBL6U534DA1AM8,27673,1
