TBL6RY35DS1CM6,36725,5
TBL6RY35DS1CM6,67328,1
TBL6RY35DS1CM6,1798,1
TBL6RY35DS1CM6,34368,6
TBL6RY35DS1CM6,58494,1
TBL6RY35DS1CM6,65609,3
TBL6RY35DS1CM6,44991,1
TBL6RY35DS1CM6,6095,2
TBL6RY35DS1CM6,70138,6
TBL6RY35DS1CM6,38210,2
TBL6RY35DS1CM6,70178,1
TBL6RY35DS1CM6,48634,1
TBL6RY35DS1CM6,56911,5
TBL6RY35DS1CM6,42149,5
TBL6RY35DS1CM6,30546,1
TBL6RY35DS1CM6,46024,3
TBL6RY35DS1CM6,1529,4
TBL6RY35DS1CM6,32746,4
TBL6RY35DS1CM6,7920,1
TBL6RY35DS1CM6,58494,3
TBL6RY35DS1CM6,46311,1
TBL6RY35DS1CM6,28655,4
TBL6RY35DS1CM6,46311,5
TBL6RY35DS1CM6,54244,2
TBL6RY35DS1CM6,32746,1
TBL6RY35DS1CM6,19764,4
TBL6RY35DS1CM6,73343,2
TBL6RY35DS1CM6,17216,6
TBL6RY35DS1CM6,61105,6
TBL6RY35DS1CM6,53205,3
TBL6RY35DS1CM6,48949,6
TBL6RY35DS1CM6,73343,2
TBL6RY35DS1CM6,14589,5
TBL6RY35DS1CM6,29497,5
TBL6RY35DS1CM6,55154,1
TBL6RY35DS1CM6,55371,3
TBL6RY35DS1CM6,27638,2
TBL6RY35DS1CM6,49640,6
TBL6RY35DS1CM6,48421,3
TBL6RY35DS1CM6,42894,2
TBL6RY35DS1CM6,1680,2
TBL6RY35DS1CM6,50316,3
TBL6RY35DS1CM6,52494,1
TBL6RY35DS1CM6,45380,3
TBL6RY35DS1CM6,11074,2
TBL6RY35DS1CM6,46331,6
TBL6RY35DS1CM6,72217,2
TBL6RY35DS1CM6,56911,6
TBL6RY35DS1CM6,56911,2
TBL6RY35DS1CM6,56911,4
TBL6RY35DS1CM6,10380,5
TBL6RY35DS1CM6,7568,3
TBL6RY35DS1CM6,62904,6
TBL6RY35DS1CM6,35877,6
TBL6RY35DS1CM6,55526,5
TBL6RY35DS1CM6,67442,2
TBL6RY35DS1CM6,73556,4
TBL6RY35DS1CM6,73118,6
TBL6RY35DS1CM6,60660,1
TBL6RY35DS1CM6,9814,5
TBL6RY35DS1CM6,31663,2
TBL6RY35DS1CM6,6872,2
TBL6RY35DS1CM6,56911,1
TBL6RY35DS1CM6,47861,2
TBL6RY35DS1CM6,62365,3
TBL6RY35DS1CM6,54235,3
TBL6RY35DS1CM6,58854,2
TBL6RY35DS1CM6,41979,1
TBL6RY35DS1CM6,10719,4
TBL6RY35DS1CM6,27601,4
TBL6RY35DS1CM6,27764,4
TBL6RY35DS1CM6,35070,4
TBL6RY35DS1CM6,66211,1
TBL6RY35DS1CM6,12975,2
TBL6RY35DS1CM6,37803,3
TBL6RY35DS1CM6,58092,6
TBL6RY35DS1CM6,26082,5
TBL6RY35DS1CM6,34822,1
TBL6RY35DS1CM6,69148,5
TBL6RY35DS1CM6,20761,1
TBL6RY35DS1CM6,40070,3
TBL6RY35DS1CM6,60015,4
TBL6RY35DS1CM6,31348,3
TBL6RY35DS1CM6,49237,5
TBL6RY35DS1CM6,70585,4
TBL6RY35DS1CM6,64907,1
TBL6RY35DS1CM6,60575,3
TBL6RY35DS1CM6,56911,6
TBL6RY35DS1CM6,46477,5
TBL6RY35DS1CM6,40007,6
TBL6RY35DS1CM6,32097,4
TBL6RY35DS1CM6,38554,3
TBL6RY35DS1CM6,32097,3
TBL6RY35DS1CM6,54714,2
TBL6RY35DS1CM6,53718,4
TBL6RY35DS1CM6,46615,3
TBL6RY35DS1CM6,27217,1
TBL6RY35DS1CM6,5254,2
TBL6RY35DS1CM6,12975,2
TBL6RY35DS1CM6,65308,1
TBL6RY35DS1CM6,18371,5
TBL6RY35DS1CM6,56911,4
TBL6RY35DS1CM6,603,6
TBL6RY35DS1CM6,38067,2
TBL6RY35DS1CM6,66340,6
TBL6RY35DS1CM6,3151,3
TBL6RY35DS1CM6,27407,2
TBL6RY35DS1CM6,2398,1
TBL6RY35DS1CM6,41082,6
TBL6RY35DS1CM6,49732,4
TBL6RY35DS1CM6,20841,3
TBL6RY35DS1CM6,19957,2
TBL6RY35DS1CM6,19957,2
TBL6RY35DS1CM6,7304,5
TBL6RY35DS1CM6,70867,6
TBL6RY35DS1CM6,70867,3
TBL6RY35DS1CM6,56911,5
TBL6RY35DS1CM6,56911,6
TBL6RY35DS1CM6,70886,1
TBL6RY35DS1CM6,56911,4
TBL6RY35DS1CM6,32097,2
TBL6RY35DS1CM6,19704,5
TBL6RY35DS1CM6,56843,4
TBL6RY35DS1CM6,7460,2
TBL6RY35DS1CM6,56911,4
TBL6RY35DS1CM6,72773,5
TBL6RY35DS1CM6,50517,1
TBL6RY35DS1CM6,36933,1
TBL6RY35DS1CM6,49794,5
TBL6RY35DS1CM6,2430,4
TBL6RY35DS1CM6,27274,6
TBL6RY35DS1CM6,2045,4
TBL6RY35DS1CM6,12302,1
TBL6RY35DS1CM6,45507,5
TBL6RY35DS1CM6,64612,2
TBL6RY35DS1CM6,57140,1
TBL6RY35DS1CM6,4784,3
TBL6RY35DS1CM6,40026,5
TBL6RY35DS1CM6,67561,3
TBL6RY35DS1CM6,41082,2
TBL6RY35DS1CM6,41041,6
TBL6RY35DS1CM6,66133,5
TBL6RY35DS1CM6,56911,3
TBL6RY35DS1CM6,54231,4
TBL6RY35DS1CM6,62883,6
TBL6RY35DS1CM6,53990,1
TBL6RY35DS1CM6,40037,6
TBL6RY35DS1CM6,55120,4
TBL6RY35DS1CM6,30105,2
TBL6RY35DS1CM6,23972,6
TBL6RY35DS1CM6,53204,5
TBL6RY35DS1CM6,72685,1
TBL6RY35DS1CM6,27764,4
TBL6RY35DS1CM6,43604,5
TBL6RY35DS1CM6,53534,2
TBL6RY35DS1CM6,43604,4
TBL6RY35DS1CM6,67212,4
TBL6RY35DS1CM6,43604,6
TBL6RY35DS1CM6,34701,3
TBL6RY35DS1CM6,28710,1
TBL6RY35DS1CM6,41101,2
TBL6RY35DS1CM6,56911,6
TBL6RY35DS1CM6,56911,2
TBL6RY35DS1CM6,26413,4
TBL6RY35DS1CM6,38231,3
TBL6RY35DS1CM6,39833,6
TBL6RY35DS1CM6,72846,6
TBL6RY35DS1CM6,40592,6
TBL6RY35DS1CM6,5171,3
TBL6RY35DS1CM6,33663,5
TBL6RY35DS1CM6,9708,5
TBL6RY35DS1CM6,4784,1
