0,0,3.0
0,27,3.0
0,218,5.0
0,156,3.0
0,219,5.0
0,154,4.0
0,277,5.0
0,83,4.0
0,41,4.0
0,290,4.0
0,274,2.0
0,348,5.0
0,259,5.0
0,146,2.0
0,118,5.0
0,220,5.0
0,352,4.0
0,19,4.0
0,137,4.0
0,334,4.0
0,317,4.0
0,175,3.0
0,189,4.0
0,444,5.0
0,354,4.0
0,280,5.0
0,76,5.0
0,286,5.0
0,465,2.0
0,169,4.0
0,413,3.0
0,229,5.0
0,491,1.0
0,511,5.0
0,304,5.0
0,260,3.0
0,201,5.0
0,445,1.0
0,523,4.0
0,540,5.0
0,534,3.0
0,409,4.0
0,558,5.0
0,594,4.0
0,35,1.0
0,631,4.0
0,150,5.0
0,520,5.0
0,607,3.0
0,320,4.0
0,620,4.0
0,293,4.0
0,647,5.0
0,482,5.0
0,121,4.0
0,458,4.0
0,687,5.0
0,199,4.0
0,305,4.0
0,737,4.0
0,184,5.0
0,788,5.0
0,459,3.0
0,763,4.0
0,735,4.0
0,578,4.0
0,667,4.0
0,45,5.0
0,9,4.0
0,230,4.0
0,584,5.0
0,438,5.0
0,665,5.0
0,766,5.0
0,321,3.0
0,624,5.0
0,472,3.0
0,699,5.0
0,262,3.0
0,859,4.0
0,80,4.0
0,593,4.0
0,872,3.0
0,798,5.0
0,168,5.0
0,757,4.0
0,738,5.0
0,877,2.0
0,650,4.0
0,114,5.0
0,902,4.0
0,935,3.0
0,760,4.0
0,530,4.0
0,691,4.0
0,529,5.0
0,571,5.0
0,752,3.0
0,478,4.0
0,58,2.0
0,719,1.0
0,158,5.0
0,422,4.0
0,866,5.0
0,868,3.0
0,410,4.0
0,239,4.0
0,75,3.0
0,732,4.0
0,696,4.0
0,892,4.0
0,700,4.0
0,8,5.0
0,853,4.0
0,496,3.0
0,723,4.0
0,713,3.0
1,1,3.0
1,170,4.0
1,105,4.0
1,130,4.0
1,10,3.0
1,262,5.0
1,176,3.0
1,140,4.0
1,245,5.0
1,15,4.0
1,35,2.0
1,156,4.0
1,282,4.0
1,8,4.0
1,47,4.0
1,26,3.0
1,142,4.0
1,169,3.0
1,58,5.0
1,281,5.0
1,292,3.0
1,212,5.0
1,325,5.0
1,228,1.0
1,163,4.0
1,261,4.0
1,76,4.0
1,388,5.0
1,37,5.0
1,352,4.0
1,203,4.0
1,299,4.0
1,241,5.0
1,234,4.0
1,369,5.0
1,201,5.0
1,216,4.0
1,41,4.0
1,141,5.0
1,341,5.0
1,280,5.0
1,217,4.0
1,70,3.0
1,429,5.0
1,134,5.0
1,333,4.0
1,423,4.0
1,235,4.0
1,415,4.0
1,98,4.0
1,110,5.0
1,66,3.0
1,393,5.0
1,385,4.0
1,342,3.0
1,459,3.0
1,424,2.0
1,402,4.0
1,266,4.0
1,355,5.0
1,39,4.0
1,80,5.0
1,144,4.0
1,417,5.0
1,408,2.0
1,251,4.0
1,432,4.0
1,122,5.0
1,167,5.0
1,190,5.0
1,199,4.0
1,115,5.0
1,504,5.0
1,120,4.0
1,68,4.0
1,485,5.0
1,427,4.0
1,339,4.0
1,493,3.0
1,458,4.0
1,386,5.0
1,220,5.0
1,244,4.0
1,100,3.0
1,314,5.0
1,565,4.0
1,462,5.0
1,443,4.0
1,407,4.0
1,410,5.0
1,22,4.0
1,192,3.0
1,523,5.0
1,503,5.0
1,420,5.0
1,566,4.0
1,351,4.0
1,508,4.0
1,630,5.0
1,269,2.0
1,372,5.0
1,556,4.0
1,442,5.0
1,27,3.0
1,624,5.0
1,590,4.0
1,276,5.0
1,572,3.0
1,543,4.0
1,9,4.0
1,571,4.0
1,513,5.0
1,449,5.0
1,90,4.0
1,321,3.0
1,525,5.0
1,507,3.0
1,361,5.0
1,137,5.0
1,677,3.0
1,189,5.0
1,696,4.0
1,687,5.0
1,661,5.0
1,317,5.0
1,542,4.0
1,398,5.0
1,678,5.0
1,311,3.0
1,713,3.0
1,436,3.0
1,520,3.0
1,754,5.0
1,131,5.0
1,484,4.0
1,469,5.0
1,177,2.0
1,635,5.0
1,615,4.0
1,123,4.0
1,715,5.0
1,297,4.0
1,166,4.0
1,83,5.0
1,380,4.0
1,173,4.0
1,695,4.0
1,396,3.0
1,467,5.0
1,121,4.0
1,650,4.0
1,752,5.0
1,811,5.0
1,40,4.0
1,472,4.0
1,669,4.0
1,723,5.0
1,782,4.0
1,81,5.0
1,739,5.0
1,850,4.0
1,762,4.0
1,129,3.0
1,313,4.0
1,823,4.0
1,439,1.0
1,319,5.0
